year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,aggravated_assault,arson,burglary,larceny_theft,motor_vehicle_theft,murder,robbery,sexual_assault,aggravated_assault_rate,arson_rate,burglary_rate,larceny_theft_rate,motor_vehicle_theft_rate,murder_rate,robbery_rate,sexual_assault_rate
1997,12,23,Clark,5,Southern,Mostly Rural,59.5,16768,45,1,15,34,0,0,1,0,268.4,6,89.5,202.8,0,0,6,0
1997,13,25,Clay,4,Southern,Mostly Rural,64.7,14607,5,0,8,28,0,0,0,4,34.2,0,54.8,191.7,0,0,0,27.4
1997,14,27,Clinton,4,Southern,Mostly Urban,48.8,35264,27,0,18,70,6,0,1,4,76.6,0,51,198.5,17,0,2.8,11.3
1997,15,29,Coles,5,Central,Mostly Urban,24.3,53371,57,3,25,220,3,3,3,2,106.8,5.6,46.8,412.2,5.6,5.6,5.6,3.7
1997,16,31,Cook,co,Northern - Cook,Completely Urban,0,5322117,9908,300,5602,50310,8580,860,3724,652,186.2,5.6,105.3,945.3,161.2,16.2,70,12.3
1997,17,33,Crawford,2,Southern,Mostly Rural,60.2,20782,23,1,14,50,2,0,0,3,110.7,4.8,67.4,240.6,9.6,0,0,14.4
1997,18,35,Cumberland,5,Southern,Completely Rural,100,11186,15,0,9,21,1,0,0,3,134.1,0,80.5,187.7,8.9,0,0,26.8
1997,19,37,DeKalb,23,Northern - Other,Mostly Urban,20.3,85078,90,10,42,341,17,0,7,13,105.8,11.8,49.4,400.8,20,0,8.2,15.3
1997,20,39,De Witt,6,Central,Mostly Urban,48.8,16757,40,0,15,42,6,0,1,1,238.7,0,89.5,250.6,35.8,0,6,6
1997,21,41,Douglas,6,Central,Mostly Rural,61.6,19909,41,0,15,54,6,1,0,4,205.9,0,75.3,271.2,30.1,5,0,20.1
1997,22,43,DuPage,18,Northern - Collar,Completely Urban,0,874404,445,19,249,3277,75,4,63,17,50.9,2.2,28.5,374.8,8.6,0.5,7.2,1.9
1997,23,45,Edgar,5,Central,Mostly Rural,51.8,20090,48,2,54,65,10,0,0,2,238.9,10,268.8,323.5,49.8,0,0,10
1997,24,47,Edwards,2,Southern,Completely Rural,100,7076,7,0,3,13,2,2,0,1,98.9,0,42.4,183.7,28.3,28.3,0,14.1
1997,25,49,Effingham,4,Southern,Mostly Rural,59.7,33704,46,1,25,114,2,1,1,1,136.5,3,74.2,338.2,5.9,3,3,3
1997,26,51,Fayette,4,Southern,Mostly Rural,67,21929,25,1,7,47,11,0,0,6,114,4.6,31.9,214.3,50.2,0,0,27.4
1997,27,53,Ford,11,Central,Mostly Urban,41.8,14274,23,1,9,14,3,0,1,1,161.1,7,63.1,98.1,21,0,7,7
1997,28,55,Franklin,2,Southern,Mostly Urban,48.6,39624,273,2,66,139,25,2,4,9,689,5,166.6,350.8,63.1,5,10.1,22.7
1997,29,57,Fulton,9,Central,Mostly Rural,60,38616,62,0,45,123,17,0,1,9,160.6,0,116.5,318.5,44,0,2.6,23.3
1997,30,59,Gallatin,2,Southern,Completely Rural,100,6544,24,0,11,14,1,0,0,2,366.7,0,168.1,213.9,15.3,0,0,30.6
1997,31,61,Greene,7,Central,Mostly Rural,70.8,15066,44,0,10,18,1,0,0,2,292,0,66.4,119.5,6.6,0,0,13.3
1997,32,63,Grundy,13,Northern - Other,Mostly Urban,24.4,36263,20,2,15,120,7,0,1,1,55.2,5.5,41.4,330.9,19.3,0,2.8,2.8
1997,33,65,Hamilton,2,Southern,Mostly Rural,68.1,8674,2,0,0,2,3,0,0,1,23.1,0,0,23.1,34.6,0,0,11.5
1997,34,67,Hancock,9,Central,Mostly Rural,71,20594,31,0,27,35,8,0,1,5,150.5,0,131.1,170,38.8,0,4.9,24.3
1997,35,69,Hardin,2,Southern,Completely Rural,100,4914,14,0,2,18,1,0,0,2,284.9,0,40.7,366.3,20.4,0,0,40.7
1997,36,71,Henderson,9,Central,Mostly Rural,99.7,8353,5,0,5,7,1,0,0,0,59.9,0,59.9,83.8,12,0,0,0
1997,37,73,Henry,14,Central,Mostly Rural,50.3,50830,94,3,46,190,17,4,3,4,184.9,5.9,90.5,373.8,33.4,7.9,5.9,7.9
1997,38,75,Iroquois,21,Central,Mostly Rural,71.7,31603,67,3,39,73,3,0,2,4,212,9.5,123.4,231,9.5,0,6.3,12.7
1997,39,77,Jackson,1,Southern,Mostly Urban,37.2,60607,129,2,36,551,14,2,25,11,212.8,3.3,59.4,909.1,23.1,3.3,41.2,18.1
1997,40,79,Jasper,4,Southern,Mostly Rural,69.9,10412,30,2,11,18,1,0,0,1,288.1,19.2,105.6,172.9,9.6,0,0,9.6
1997,41,81,Jefferson,2,Southern,Mostly Rural,58.8,39654,80,2,54,185,11,3,19,1,201.7,5,136.2,466.5,27.7,7.6,47.9,2.5
1997,42,83,Jersey,7,Southern,Mostly Rural,60.6,21448,52,6,27,133,5,1,0,2,242.4,28,125.9,620.1,23.3,4.7,0,9.3
1997,43,85,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22249,11,1,17,28,3,0,1,2,49.4,4.5,76.4,125.8,13.5,0,4.5,9
1997,44,87,Johnson,1,Southern,Completely Rural,100,12637,37,0,36,44,0,0,0,11,292.8,0,284.9,348.2,0,0,0,87
1997,45,89,Kane,16,Northern - Collar,Mostly Urban,3.6,376725,481,26,275,2639,91,12,90,44,127.7,6.9,73,700.5,24.2,3.2,23.9,11.7
1997,46,91,Kankakee,21,Central,Mostly Urban,24.5,102951,193,3,135,739,58,8,37,49,187.5,2.9,131.1,717.8,56.3,7.8,35.9,47.6
1997,47,93,Kendall,23,Northern - Other,Mostly Urban,10.4,49153,39,1,25,133,11,0,2,4,79.3,2,50.9,270.6,22.4,0,4.1,8.1
1997,48,95,Knox,9,Central,Mostly Urban,24.3,56081,89,0,61,260,11,2,21,9,158.7,0,108.8,463.6,19.6,3.6,37.4,16
1997,49,97,Lake,19,Northern - Collar,Mostly Urban,1.3,609714,482,15,261,3203,64,6,86,38,79.1,2.5,42.8,525.3,10.5,1,14.1,6.2
1997,50,99,LaSalle,13,Northern - Other,Mostly Urban,30.2,110956,188,4,100,442,24,0,3,21,169.4,3.6,90.1,398.4,21.6,0,2.7,18.9
1997,51,101,Lawrence,2,Southern,Mostly Rural,58,15831,14,0,9,24,2,1,0,1,88.4,0,56.9,151.6,12.6,6.3,0,6.3
1997,52,103,Lee,15,Northern - Other,Mostly Rural,53.2,36222,172,0,107,182,25,1,2,11,474.8,0,295.4,502.5,69,2.8,5.5,30.4
1997,53,105,Livingston,11,Central,Mostly Urban,40.8,39774,35,0,23,112,12,0,1,2,88,0,57.8,281.6,30.2,0,2.5,5
1997,54,107,Logan,11,Central,Mostly Urban,39.9,31043,37,0,29,88,4,1,1,2,119.2,0,93.4,283.5,12.9,3.2,3.2,6.4
1997,55,109,McDonough,9,Central,Mostly Urban,29.5,33382,76,3,29,93,0,0,5,9,227.7,9,86.9,278.6,0,0,15,27
1997,56,111,McHenry,22,Northern - Collar,Mostly Urban,9.9,242449,311,21,155,971,36,0,12,27,128.3,8.7,63.9,400.5,14.8,0,4.9,11.1
1997,57,113,McLean,11,Central,Mostly Urban,16.5,144342,315,8,157,726,18,0,18,35,218.2,5.5,108.8,503,12.5,0,12.5,24.2
1997,58,115,Macon,6,Central,Mostly Urban,15.3,115706,389,22,405,1116,42,10,84,48,336.2,19,350,964.5,36.3,8.6,72.6,41.5
1997,59,117,Macoupin,7,Central,Mostly Rural,58.5,48866,102,0,42,108,17,0,1,5,208.7,0,85.9,221,34.8,0,2,10.2
1997,60,119,Madison,3,Southern,Mostly Urban,13.3,258533,561,28,256,1414,162,11,92,62,217,10.8,99,546.9,62.7,4.3,35.6,24
1997,61,121,Marion,4,Southern,Mostly Urban,45.1,42062,70,1,115,230,24,1,13,14,166.4,2.4,273.4,546.8,57.1,2.4,30.9,33.3
1997,62,123,Marshall,10,Central,Completely Rural,100,13033,14,0,6,17,0,1,0,3,107.4,0,46,130.4,0,7.7,0,23
1997,63,125,Mason,8,Central,Mostly Rural,77.5,16297,32,3,25,39,3,0,0,0,196.4,18.4,153.4,239.3,18.4,0,0,0
1997,64,127,Massac,1,Southern,Mostly Rural,50.5,15364,31,0,5,50,7,0,1,3,201.8,0,32.5,325.4,45.6,0,6.5,19.5
1997,65,129,Menard,8,Central,Mostly Rural,75.7,12246,10,0,10,13,3,0,2,1,81.7,0,81.7,106.2,24.5,0,16.3,8.2
1997,66,131,Mercer,14,Central,Mostly Rural,77.8,17011,18,5,3,13,2,0,5,4,105.8,29.4,17.6,76.4,11.8,0,29.4,23.5
1997,67,133,Monroe,20,Southern,Mostly Urban,41.4,25889,16,4,29,60,1,0,0,1,61.8,15.5,112,231.8,3.9,0,0,3.9
1997,68,135,Montgomery,4,Central,Mostly Urban,41.6,31072,91,3,60,75,5,1,1,3,292.9,9.7,193.1,241.4,16.1,3.2,3.2,9.7
1997,69,137,Morgan,7,Central,Mostly Urban,36.2,36793,93,2,35,221,4,0,6,11,252.8,5.4,95.1,600.7,10.9,0,16.3,29.9
1997,70,139,Moultrie,6,Central,Mostly Rural,69.2,14221,31,0,23,25,0,0,0,3,218,0,161.7,175.8,0,0,0,21.1
1997,71,141,Ogle,15,Northern - Other,Mostly Urban,47.1,50074,37,2,108,219,16,0,1,6,73.9,4,215.7,437.4,32,0,2,12
1997,72,143,Peoria,10,Central,Mostly Urban,14.6,184384,610,10,202,1349,136,8,98,47,330.8,5.4,109.6,731.6,73.8,4.3,53.1,25.5
1997,73,145,Perry,20,Southern,Mostly Urban,43.6,21374,51,3,20,37,0,0,2,3,238.6,14,93.6,173.1,0,0,9.4,14
1997,74,147,Piatt,6,Central,Mostly Rural,67.7,16311,12,1,7,20,4,1,0,1,73.6,6.1,42.9,122.6,24.5,6.1,0,6.1
1997,75,149,Pike,8,Central,Mostly Rural,72.3,17594,32,1,10,42,5,0,0,8,181.9,5.7,56.8,238.7,28.4,0,0,45.5
1997,76,151,Pope,1,Southern,Completely Rural,100,4391,13,0,1,3,3,0,0,0,296.1,0,22.8,68.3,68.3,0,0,0
1997,77,153,Pulaski,1,Southern,Completely Rural,100,7334,45,2,14,33,1,1,0,2,613.6,27.3,190.9,450,13.6,13.6,0,27.3
1997,78,155,Putnam,10,Central,Completely Rural,100,5965,10,0,0,3,0,0,0,0,167.6,0,0,50.3,0,0,0,0
1997,79,157,Randolph,20,Southern,Mostly Urban,42.6,33795,76,4,26,110,2,1,1,1,224.9,11.8,76.9,325.5,5.9,3,3,3
1997,80,159,Richland,2,Southern,Mostly Urban,43.5,16513,9,1,17,49,3,0,0,1,54.5,6.1,102.9,296.7,18.2,0,0,6.1
1997,81,161,Rock Island,14,Central,Mostly Urban,10.9,149937,287,11,126,1082,37,8,42,42,191.4,7.3,84,721.6,24.7,5.3,28,28
1997,82,163,St. Clair,20,Southern,Mostly Urban,9.8,260631,1732,26,269,2218,123,18,107,65,664.5,10,103.2,851,47.2,6.9,41.1,24.9
1997,83,165,Saline,1,Southern,Mostly Urban,43.7,26897,110,0,26,178,16,0,5,0,409,0,96.7,661.8,59.5,0,18.6,0
1997,84,167,Sangamon,7,Central,Mostly Urban,14.1,189638,518,12,198,1132,60,11,65,21,273.2,6.3,104.4,596.9,31.6,5.8,34.3,11.1
1997,85,169,Schuyler,8,Central,Mostly Rural,57.6,7442,10,0,12,30,5,3,0,0,134.4,0,161.2,403.1,67.2,40.3,0,0
1997,86,171,Scott,7,Central,Completely Rural,100,5543,4,3,21,12,0,0,0,0,72.2,54.1,378.9,216.5,0,0,0,0
1997,87,173,Shelby,4,Central,Mostly Rural,77.7,23022,66,1,19,49,9,0,0,6,286.7,4.3,82.5,212.8,39.1,0,0,26.1
1997,88,175,Stark,10,Central,Completely Rural,100,6405,11,2,8,8,1,0,0,2,171.7,31.2,124.9,124.9,15.6,0,0,31.2
1997,89,177,Stephenson,15,Northern - Other,Mostly Urban,40.1,49308,333,1,132,542,16,1,15,24,675.3,2,267.7,1099.2,32.4,2,30.4,48.7
1997,90,179,Tazewell,10,Central,Mostly Urban,20.4,128021,206,5,210,581,24,1,16,29,160.9,3.9,164,453.8,18.7,0.8,12.5,22.7
1997,91,181,Union,1,Southern,Mostly Rural,65.9,18307,55,4,8,31,3,0,1,1,300.4,21.8,43.7,169.3,16.4,0,5.5,5.5
1997,92,183,Vermilion,5,Central,Mostly Urban,31.3,85274,353,8,292,452,1,4,32,44,414,9.4,342.4,530.1,1.2,4.7,37.5,51.6
1997,93,185,Wabash,2,Southern,Mostly Urban,38.9,13030,22,0,12,36,1,0,0,1,168.8,0,92.1,276.3,7.7,0,0,7.7
1997,94,187,Warren,9,Central,Mostly Urban,45.5,18971,25,0,19,75,3,0,8,5,131.8,0,100.2,395.3,15.8,0,42.2,26.4
1997,95,189,Washington,20,Southern,Mostly Rural,73.6,15283,31,0,7,13,0,0,0,0,202.8,0,45.8,85.1,0,0,0,0
1997,96,191,Wayne,2,Southern,Mostly Rural,69.9,17152,31,0,16,25,1,0,0,2,180.7,0,93.3,145.8,5.8,0,0,11.7
1997,97,193,White,2,Southern,Mostly Rural,62,15580,46,0,27,71,0,0,0,1,295.3,0,173.3,455.7,0,0,0,6.4
1997,98,195,Whiteside,14,Northern - Other,Mostly Urban,37.3,60859,105,2,160,300,8,0,0,8,172.5,3.3,262.9,492.9,13.1,0,0,13.1
1997,99,197,Will,12,Northern - Collar,Mostly Urban,3.9,450816,616,20,287,1865,111,14,119,43,136.6,4.4,63.7,413.7,24.6,3.1,26.4,9.5
1997,100,199,Williamson,1,Southern,Mostly Urban,34.8,61194,47,3,50,237,14,3,9,3,76.8,4.9,81.7,387.3,22.9,4.9,14.7,4.9
1997,101,201,Winnebago,17,Northern - Other,Mostly Urban,7.9,273489,478,17,358,2267,88,29,181,57,174.8,6.2,130.9,828.9,32.2,10.6,66.2,20.8
1997,102,203,Woodford,11,Central,Mostly Rural,54.9,34781,52,0,17,26,7,0,1,6,149.5,0,48.9,74.8,20.1,0,2.9,17.3
1998,1,1,Adams,8,Central,Mostly Urban,32.6,68681,169,1,83,402,17,0,9,13,246.1,1.5,120.8,585.3,24.8,0,13.1,18.9
1998,2,3,Alexander,1,Southern,Mostly Rural,61.9,9632,88,0,53,42,3,0,8,7,913.6,0,550.2,436,31.1,0,83.1,72.7
1998,3,5,Bond,3,Southern,Mostly Rural,60.7,17588,31,0,16,37,1,2,0,3,176.3,0,91,210.4,5.7,11.4,0,17.1
1998,4,7,Boone,17,Northern - Other,Mostly Urban,19.4,39864,28,0,9,130,4,0,6,5,70.2,0,22.6,326.1,10,0,15.1,12.5
1998,5,9,Brown,8,Central,Mostly Urban,41.1,6922,8,1,1,10,2,0,0,1,115.6,14.4,14.4,144.5,28.9,0,0,14.4
1998,6,11,Bureau,13,Central,Mostly Rural,57.4,35621,38,0,25,124,20,0,0,2,106.7,0,70.2,348.1,56.1,0,0,5.6
1998,7,13,Calhoun,8,Southern,Completely Rural,100,5092,14,0,0,3,1,0,0,0,274.9,0,0,58.9,19.6,0,0,0
1998,8,15,Carroll,15,Northern - Other,Mostly Rural,81.9,16959,14,1,10,26,5,0,0,1,82.6,5.9,59,153.3,29.5,0,0,5.9
1998,9,17,Cass,8,Central,Mostly Rural,52.1,13735,18,0,7,53,0,0,0,1,131.1,0,51,385.9,0,0,0,7.3
1998,10,19,Champaign,6,Central,Mostly Urban,12.7,177004,544,9,348,598,48,21,54,22,307.3,5.1,196.6,337.8,27.1,11.9,30.5,12.4
1998,11,21,Christian,4,Central,Mostly Urban,43.5,35523,107,0,41,161,8,0,1,3,301.2,0,115.4,453.2,22.5,0,2.8,8.4
1998,12,23,Clark,5,Southern,Mostly Rural,59.5,16949,39,0,20,23,7,0,3,2,230.1,0,118,135.7,41.3,0,17.7,11.8
1998,13,25,Clay,4,Southern,Mostly Rural,64.7,14723,8,2,16,21,0,0,0,2,54.3,13.6,108.7,142.6,0,0,0,13.6
1998,14,27,Clinton,4,Southern,Mostly Urban,48.8,35589,23,0,8,52,8,0,1,0,64.6,0,22.5,146.1,22.5,0,2.8,0
1998,15,29,Coles,5,Central,Mostly Urban,24.3,53455,67,0,28,204,11,1,7,4,125.3,0,52.4,381.6,20.6,1.9,13.1,7.5
1998,16,31,Cook,co,Northern - Cook,Completely Urban,0,5345537,9174,296,5109,41852,5750,875,3442,731,171.6,5.5,95.6,782.9,107.6,16.4,64.4,13.7
1998,17,33,Crawford,2,Southern,Mostly Rural,60.2,20717,28,2,9,31,3,0,0,5,135.2,9.7,43.4,149.6,14.5,0,0,24.1
1998,18,35,Cumberland,5,Southern,Completely Rural,100,11170,30,3,20,48,2,0,0,3,268.6,26.9,179.1,429.7,17.9,0,0,26.9
1998,19,37,DeKalb,23,Northern - Other,Mostly Urban,20.3,86402,86,7,97,373,8,1,22,8,99.5,8.1,112.3,431.7,9.3,1.2,25.5,9.3
1998,20,39,De Witt,6,Central,Mostly Urban,48.8,16781,37,0,35,46,1,0,0,5,220.5,0,208.6,274.1,6,0,0,29.8
1998,21,41,Douglas,6,Central,Mostly Rural,61.6,19918,32,1,8,54,4,0,1,4,160.7,5,40.2,271.1,20.1,0,5,20.1
1998,22,43,DuPage,18,Northern - Collar,Completely Urban,0,886168,362,19,145,2860,67,6,48,21,40.9,2.1,16.4,322.7,7.6,0.7,5.4,2.4
1998,23,45,Edgar,5,Central,Mostly Rural,51.8,20020,52,0,13,50,9,1,0,2,259.7,0,64.9,249.8,45,5,0,10
1998,24,47,Edwards,2,Southern,Completely Rural,100,7020,9,0,1,14,2,1,0,0,128.2,0,14.2,199.4,28.5,14.2,0,0
1998,25,49,Effingham,4,Southern,Mostly Rural,59.7,33910,56,0,14,90,3,1,3,3,165.1,0,41.3,265.4,8.8,2.9,8.8,8.8
1998,26,51,Fayette,4,Southern,Mostly Rural,67,21894,35,0,24,50,19,0,0,1,159.9,0,109.6,228.4,86.8,0,0,4.6
1998,27,53,Ford,11,Central,Mostly Urban,41.8,14223,20,2,10,18,3,3,0,2,140.6,14.1,70.3,126.6,21.1,21.1,0,14.1
1998,28,55,Franklin,2,Southern,Mostly Urban,48.6,39334,283,4,52,143,19,3,6,8,719.5,10.2,132.2,363.6,48.3,7.6,15.3,20.3
1998,29,57,Fulton,9,Central,Mostly Rural,60,38454,96,4,49,103,4,0,1,13,249.6,10.4,127.4,267.9,10.4,0,2.6,33.8
1998,30,59,Gallatin,2,Southern,Completely Rural,100,6512,10,0,10,14,4,1,0,2,153.6,0,153.6,215,61.4,15.4,0,30.7
1998,31,61,Greene,7,Central,Mostly Rural,70.8,14982,36,0,18,22,2,0,2,2,240.3,0,120.1,146.8,13.3,0,13.3,13.3
1998,32,63,Grundy,13,Northern - Other,Mostly Urban,24.4,36732,24,3,23,74,2,0,6,1,65.3,8.2,62.6,201.5,5.4,0,16.3,2.7
1998,33,65,Hamilton,2,Southern,Mostly Rural,68.1,8695,3,0,2,7,0,0,0,1,34.5,0,23,80.5,0,0,0,11.5
1998,34,67,Hancock,9,Central,Mostly Rural,71,20523,24,1,38,44,3,0,0,1,116.9,4.9,185.2,214.4,14.6,0,0,4.9
1998,35,69,Hardin,2,Southern,Completely Rural,100,4863,19,0,3,11,0,0,0,5,390.7,0,61.7,226.2,0,0,0,102.8
1998,36,71,Henderson,9,Central,Mostly Rural,99.7,8292,7,0,3,0,3,0,0,0,84.4,0,36.2,0,36.2,0,0,0
1998,37,73,Henry,14,Central,Mostly Rural,50.3,50789,49,0,35,107,5,0,2,5,96.5,0,68.9,210.7,9.8,0,3.9,9.8
1998,38,75,Iroquois,21,Central,Mostly Rural,71.7,31494,58,1,13,49,4,0,2,3,184.2,3.2,41.3,155.6,12.7,0,6.4,9.5
1998,39,77,Jackson,1,Southern,Mostly Urban,37.2,60304,159,3,48,549,12,1,15,11,263.7,5,79.6,910.4,19.9,1.7,24.9,18.2
1998,40,79,Jasper,4,Southern,Mostly Rural,69.9,10387,22,0,13,18,3,0,0,2,211.8,0,125.2,173.3,28.9,0,0,19.3
1998,41,81,Jefferson,2,Southern,Mostly Rural,58.8,39695,114,5,55,187,10,4,24,5,287.2,12.6,138.6,471.1,25.2,10.1,60.5,12.6
1998,42,83,Jersey,7,Southern,Mostly Rural,60.6,21662,27,2,34,94,11,0,0,2,124.6,9.2,157,433.9,50.8,0,0,9.2
1998,43,85,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22132,33,1,9,40,4,0,0,4,149.1,4.5,40.7,180.7,18.1,0,0,18.1
1998,44,87,Johnson,1,Southern,Completely Rural,100,12931,37,0,33,59,0,0,2,10,286.1,0,255.2,456.3,0,0,15.5,77.3
1998,45,89,Kane,16,Northern - Collar,Mostly Urban,3.6,386103,528,32,251,2359,77,11,101,46,136.8,8.3,65,611,19.9,2.8,26.2,11.9
1998,46,91,Kankakee,21,Central,Mostly Urban,24.5,103222,202,5,122,712,49,9,23,35,195.7,4.8,118.2,689.8,47.5,8.7,22.3,33.9
1998,47,93,Kendall,23,Northern - Other,Mostly Urban,10.4,51025,38,6,27,111,21,0,8,4,74.5,11.8,52.9,217.5,41.2,0,15.7,7.8
1998,48,95,Knox,9,Central,Mostly Urban,24.3,56114,114,4,77,336,17,2,17,18,203.2,7.1,137.2,598.8,30.3,3.6,30.3,32.1
1998,49,97,Lake,19,Northern - Collar,Mostly Urban,1.3,621618,562,28,347,3227,78,11,92,68,90.4,4.5,55.8,519.1,12.5,1.8,14.8,10.9
1998,50,99,LaSalle,13,Northern - Other,Mostly Urban,30.2,111422,131,8,93,487,19,4,12,15,117.6,7.2,83.5,437.1,17.1,3.6,10.8,13.5
1998,51,101,Lawrence,2,Southern,Mostly Rural,58,15683,12,1,14,13,1,0,0,0,76.5,6.4,89.3,82.9,6.4,0,0,0
1998,52,103,Lee,15,Northern - Other,Mostly Rural,53.2,36214,136,1,212,185,17,0,4,26,375.5,2.8,585.4,510.9,46.9,0,11,71.8
1998,53,105,Livingston,11,Central,Mostly Urban,40.8,39610,46,1,28,119,12,0,0,6,116.1,2.5,70.7,300.4,30.3,0,0,15.1
1998,54,107,Logan,11,Central,Mostly Urban,39.9,31465,49,0,38,87,7,0,2,3,155.7,0,120.8,276.5,22.2,0,6.4,9.5
1998,55,109,McDonough,9,Central,Mostly Urban,29.5,33341,81,5,17,52,0,0,2,8,242.9,15,51,156,0,0,6,24
1998,56,111,McHenry,22,Northern - Collar,Mostly Urban,9.9,248529,202,11,120,785,21,0,5,22,81.3,4.4,48.3,315.9,8.4,0,2,8.9
1998,57,113,McLean,11,Central,Mostly Urban,16.5,146526,336,6,194,681,13,2,32,28,229.3,4.1,132.4,464.8,8.9,1.4,21.8,19.1
1998,58,115,Macon,6,Central,Mostly Urban,15.3,115453,493,39,487,1583,95,14,139,44,427,33.8,421.8,1371.1,82.3,12.1,120.4,38.1
1998,59,117,Macoupin,7,Central,Mostly Rural,58.5,48732,87,3,72,65,5,1,5,8,178.5,6.2,147.7,133.4,10.3,2.1,10.3,16.4
1998,60,119,Madison,3,Southern,Mostly Urban,13.3,258700,521,12,312,1539,178,18,79,56,201.4,4.6,120.6,594.9,68.8,7,30.5,21.6
1998,61,121,Marion,4,Southern,Mostly Urban,45.1,41896,66,2,38,201,33,4,0,4,157.5,4.8,90.7,479.8,78.8,9.5,0,9.5
1998,62,123,Marshall,10,Central,Completely Rural,100,13105,13,0,12,16,2,0,0,4,99.2,0,91.6,122.1,15.3,0,0,30.5
1998,63,125,Mason,8,Central,Mostly Rural,77.5,16194,30,0,7,31,5,0,1,3,185.3,0,43.2,191.4,30.9,0,6.2,18.5
1998,64,127,Massac,1,Southern,Mostly Rural,50.5,15378,38,0,16,45,11,4,1,2,247.1,0,104,292.6,71.5,26,6.5,13
1998,65,129,Menard,8,Central,Mostly Rural,75.7,12281,9,0,10,10,2,0,0,0,73.3,0,81.4,81.4,16.3,0,0,0
1998,66,131,Mercer,14,Central,Mostly Rural,77.8,16979,29,2,15,17,2,0,0,1,170.8,11.8,88.3,100.1,11.8,0,0,5.9
1998,67,133,Monroe,20,Southern,Mostly Urban,41.4,26664,13,1,39,59,1,1,2,0,48.8,3.8,146.3,221.3,3.8,3.8,7.5,0
1998,68,135,Montgomery,4,Central,Mostly Urban,41.6,31053,102,1,41,115,9,0,4,4,328.5,3.2,132,370.3,29,0,12.9,12.9
1998,69,137,Morgan,7,Central,Mostly Urban,36.2,36617,88,5,69,237,8,1,11,17,240.3,13.7,188.4,647.2,21.8,2.7,30,46.4
1998,70,139,Moultrie,6,Central,Mostly Rural,69.2,14179,21,0,17,41,1,0,2,3,148.1,0,119.9,289.2,7.1,0,14.1,21.2
1998,71,141,Ogle,15,Northern - Other,Mostly Urban,47.1,50368,74,3,54,190,9,1,3,11,146.9,6,107.2,377.2,17.9,2,6,21.8
1998,72,143,Peoria,10,Central,Mostly Urban,14.6,184006,616,12,317,1368,190,4,83,47,334.8,6.5,172.3,743.5,103.3,2.2,45.1,25.5
1998,73,145,Perry,20,Southern,Mostly Urban,43.6,21273,36,0,39,47,4,0,1,1,169.2,0,183.3,220.9,18.8,0,4.7,4.7
1998,74,147,Piatt,6,Central,Mostly Rural,67.7,16231,16,0,2,16,4,0,0,0,98.6,0,12.3,98.6,24.6,0,0,0
1998,75,149,Pike,8,Central,Mostly Rural,72.3,17590,26,0,31,38,3,0,0,4,147.8,0,176.2,216,17.1,0,0,22.7
1998,76,151,Pope,1,Southern,Completely Rural,100,4370,5,0,3,3,1,0,0,0,114.4,0,68.6,68.6,22.9,0,0,0
1998,77,153,Pulaski,1,Southern,Completely Rural,100,7426,43,0,10,22,0,0,0,6,579,0,134.7,296.3,0,0,0,80.8
1998,78,155,Putnam,10,Central,Completely Rural,100,5992,5,0,3,3,0,0,0,0,83.4,0,50.1,50.1,0,0,0,0
1998,79,157,Randolph,20,Southern,Mostly Urban,42.6,33687,67,2,29,97,2,1,4,2,198.9,5.9,86.1,287.9,5.9,3,11.9,5.9
1998,80,159,Richland,2,Southern,Mostly Urban,43.5,16387,16,0,12,34,0,1,0,0,97.6,0,73.2,207.5,0,6.1,0,0
1998,81,161,Rock Island,14,Central,Mostly Urban,10.9,150027,333,9,197,1134,35,14,53,38,222,6,131.3,755.9,23.3,9.3,35.3,25.3
1998,82,163,St. Clair,20,Southern,Mostly Urban,9.8,258286,1639,20,251,1798,106,12,74,53,634.6,7.7,97.2,696.1,41,4.6,28.7,20.5
1998,83,165,Saline,1,Southern,Mostly Urban,43.7,26946,84,3,27,123,8,0,0,5,311.7,11.1,100.2,456.5,29.7,0,0,18.6
1998,84,167,Sangamon,7,Central,Mostly Urban,14.1,189441,528,6,203,1046,62,11,43,22,278.7,3.2,107.2,552.2,32.7,5.8,22.7,11.6
1998,85,169,Schuyler,8,Central,Mostly Rural,57.6,7333,12,0,10,17,3,0,0,0,163.6,0,136.4,231.8,40.9,0,0,0
1998,86,171,Scott,7,Central,Completely Rural,100,5541,4,0,1,0,0,0,0,0,72.2,0,18,0,0,0,0,0
1998,87,173,Shelby,4,Central,Mostly Rural,77.7,23072,63,0,20,50,7,0,0,8,273.1,0,86.7,216.7,30.3,0,0,34.7
1998,88,175,Stark,10,Central,Completely Rural,100,6415,4,0,3,4,1,1,0,0,62.4,0,46.8,62.4,15.6,15.6,0,0
1998,89,177,Stephenson,15,Northern - Other,Mostly Urban,40.1,49195,103,4,105,381,10,1,9,10,209.4,8.1,213.4,774.5,20.3,2,18.3,20.3
1998,90,179,Tazewell,10,Central,Mostly Urban,20.4,128327,209,4,167,520,29,0,22,29,162.9,3.1,130.1,405.2,22.6,0,17.1,22.6
1998,91,181,Union,1,Southern,Mostly Rural,65.9,18272,33,1,23,15,5,0,0,6,180.6,5.5,125.9,82.1,27.4,0,0,32.8
